video_id;sync_score;n_cuts;n_beats
729490150475278;0.0;1;17
737700458051043;0.0;0;17
722529680890015;0.0;4;13
735427581057814;0.0;0;32
738619454606283;0.0;1;6
725268525111217;0.0;3;21
758730801336344;0.0;0;33
723347215758875;0.0;0;24
723197884944838;0.0;0;15
723973534073749;0.0;0;14
714316269200448;0.0;0;11
728313939958224;0.0;0;16
722604348873806;0.0;0;13
719671166742038;0.0;0;14
744046509181799;0.0;0;23
707016255569561;0.0;0;23
734325694392385;0.0;0;23
720735050041970;0.0;0;13
731615932372866;0.0;0;22
730049591059580;0.0;0;23
718783094565803;0.0;0;17
757776882821451;0.0;0;21
726346415554014;0.0;0;32
720231339830072;0.0;0;10
754647379111579;0.0;0;13
721043471064683;0.0;1;13
734129037785856;0.0;0;11
734611063600847;0.0;1;17
734091626757185;0.0;2;8
732015959829022;0.0;0;24
704127334683045;0.0;3;11
723712049602057;0.0;1;11
711244065335057;0.0;0;5
727709743509093;0.0;0;18
739919628350162;0.0;2;13
736961365362611;0.0;0;16
743753657607212;0.0;1;27
722155285335623;0.0;0;20
713722710745687;0.0;0;17
732428373574926;0.0;0;50
743604444117085;0.0;1;22
737516094661807;0.0;2;24
734427014959309;0.0;23;13
720005633632161;0.0;0;16
720381061718093;0.0;1;20
735576556662540;0.0;3;16
729414953978146;0.0;0;25
733088308668462;0.0;0;21
737441210083325;0.0;3;16
722864701200928;0.0;0;21
726200198009510;0.0;0;5
728487692971344;0.0;0;14
756920670809085;0.0;0;25
728832675024370;0.0;0;10
730234637070111;0.0;0;11
707822719946306;0.0;0;15
721476784538390;0.0;0;28
706864008877474;0.0;0;37
732942324499223;0.0;0;19
739063292878034;0.0;1;20
742825163510253;0.0;2;23
722076544800090;0.0;0;18
724676810492200;0.0;0;12
759699370414604;0.0;0;15
731166305969557;0.0;0;7
711385105535559;0.0;0;35
736584194431808;0.0;1;16
721849365016089;0.0;0;6
760480879940426;0.0;2;12
713061253343776;0.0;0;12
730985629963267;0.0;0;38
723032766591851;0.0;0;19
729713435868986;0.0;0;1
755355450097236;0.0;5;4
735353561064197;0.0;0;6
728525684115879;0.0;1;16
737919350435597;0.0;0;15
731907430720261;0.0;0;21
736030921376504;0.0;0;28
737179189662217;0.0;0;6
709870113820306;0.0;0;16
736103058244637;0.0;0;14
731766430943207;0.0;0;10
728127982830785;0.0;0;13
731647039826102;0.0;0;19
735177983296910;0.0;1;17
724900403968857;0.0;0;19
723116373108071;0.0;2;14
726234297575211;0.0;0;16
728266350950513;0.0;0;36
729130065735568;0.0;0;14
727793933283125;0.0;0;6
727154582692353;0.0;0;36
736365712279549;0.0;0;26
756629778591441;0.0;1;9
704484125126223;0.0;0;22
737663068282457;0.0;2;14
755666129223337;0.0;2;11
724570827218175;0.0;0;15
714015098024671;0.0;1;10
718484446252528;0.0;0;12
728010821287820;0.0;0;20
731207688282290;0.0;0;45
728798677148328;0.0;0;18
748085147855565;0.0;0;20
743640392435086;0.0;0;14
735650964417033;0.0;0;20
729973262182569;0.0;0;9
722788133912558;0.0;0;9
730204113867061;0.0;1;8
712718208256811;0.0;0;15
743381790727826;0.0;5;26
730978308861840;0.0;0;18
758250186442860;0.0;0;17
754770778986340;0.0;0;13
744419217714974;0.0;0;24
734585073589407;0.0;0;10
753837053721143;0.0;0;13
746529111604520;0.0;4;22
735026506576281;0.0;0;24
755808594255734;0.0;0;22
735550088072193;0.0;0;14
719223733741217;0.0;0;22
744495713167094;0.0;2;9
699448188818214;0.0;0;7
706932696615908;0.0;0;27
742670907692448;0.0;0;40
707759782053814;0.0;2;22
758661064313076;0.0;0;18
735732703033511;0.0;0;11
730469385375849;0.0;0;28
729715761129470;0.0;0;13
747673816752205;0.0;0;15
716330375644722;0.0;0;18
706088787068852;0.0;1;9
731425686855621;0.0;0;12
756731887639290;0.0;0;34
758770218470855;0.0;0;16
731876944322235;0.0;0;6
692122761634732;0.0;4;15
731433598703373;0.0;0;5
749121946447485;0.0;0;4
758040153042839;0.0;0;24
734843304421625;0.0;0;35
726149935981933;0.0;0;26
739475728321480;0.0;0;13
733534868183241;0.0;0;21
752839805366601;0.0;0;15
731729071367319;0.0;1;23
734253190320911;0.0;0;17
719958612395231;0.0;0;16
744783516344423;0.0;0;16
733619320988383;0.0;0;18
759737005455601;0.0;0;16
729650114370060;0.0;0;1
714581316881890;0.0;0;42
705354570586815;0.0;0;24
747387439371900;0.0;0;28
740292390575474;0.0;2;7
731802666693925;0.0;0;28
733360450779385;0.0;0;26
755065341158310;0.0;0;18
706345952966874;0.0;0;26
739698163457207;0.0;0;1
738360051547873;0.0;0;17
751693443008309;0.0;0;17
707906907007888;0.0;2;12
748343089396562;0.0;0;9
739287905498839;0.0;0;9
716355263105350;0.0;0;27
755626083481772;0.0;0;24
695204941642559;0.0;0;18
733732836514729;0.0;0;18
743120119767297;0.0;0;13
719333880887045;0.0;0;10
723154487847844;0.0;0;13
703818974648456;0.0;0;17
697875319388283;0.0;0;9
741554623892752;0.0;0;25
753584038872537;0.0;0;20
757923892317254;0.0;0;22
744751539142682;0.0;0;18
691982499991424;0.0;3;15
707351081254291;0.0;0;24
730645722625478;0.0;0;6
733768729713297;0.0;0;16
721156599285247;0.0;0;4
717370740130292;0.0;0;21
734575356846226;0.0;0;21
738813638243628;0.0;0;22
700108309046234;0.0;1;30
754361674801724;0.0;0;15
738525800876002;0.0;0;18
751433352955194;0.0;0;18
739326070504826;0.0;0;16
747485097947364;0.0;0;12
733277539988303;0.0;0;12
732249522308971;0.0;0;17
758783311101095;0.0;0;13
716476903243076;0.0;5;19
733648051326958;0.0;0;19
719621116409363;0.0;0;32
743925492336505;0.0;0;23
751583419192207;0.0;0;4
719522575254187;0.0;0;10
748604376259089;0.0;0;28
708114027708321;0.0;0;24
718221889170212;0.0;4;12
754655202816871;0.0;0;25
732196992956406;0.0;0;25
732688754070587;0.0;0;12
708870591602706;0.0;0;19
705756027442495;0.0;0;21
732433955028366;0.0;0;17
735437509586898;0.0;0;6
708489000549101;0.0;0;14
733887530991301;0.0;0;16
707055074288029;0.0;0;26
733869916276814;0.0;0;22
706448928812518;0.0;0;7
759029992380388;0.0;0;18
707315755402456;0.0;0;23
733838462677321;0.0;0;19
746799917493664;0.0;0;21
745788972120157;0.0;0;6
756523074802689;0.0;0;30
750682447490243;0.0;0;2
730235208579691;0.0;0;1
731060651177502;0.0;0;21
756996460052385;0.0;0;14
751470090100988;0.0;0;13
734240336271491;0.0;0;12
743747674053386;0.0;0;15
705941464958160;0.0;0;20
726156438907599;0.0;0;22
745938490796230;0.0;0;17
716994889380582;0.0;1;20
733101791461256;0.0;0;22
734508214223541;0.0;0;32
751730574521023;0.0;0;26
751247858262773;0.0;0;23
733475291743971;0.0;0;13
754251576821521;0.0;0;32
706151922918231;0.0;1;7
736994309803144;0.0;0;34
747906832958436;0.0;0;15
739395305496758;0.0;0;8
752991205149855;0.0;0;13
759186020556715;0.0;0;24
726156228579195;0.0;0;34
727790680978705;0.0;0;24
740105952186020;0.0;0;30
698284367830589;0.0;0;24
734427168440634;0.0;0;21
739670803839826;0.0;0;23
715688111410617;0.0;2;15
757222316252017;0.0;0;17
733433987312763;0.0;0;10
717887222137554;0.0;2;1
755440319020094;0.0;0;25
746487541995992;0.0;0;18
717963709093250;0.0;6;16
734068210873567;0.0;0;7
731909252532982;0.0;5;14
750093964297221;0.0;0;7
714647947202227;0.0;0;19
698026019365337;0.0;0;8
732763203743782;0.0;0;15
705571463452696;0.0;0;21
744678767486368;0.0;0;19
746158215093716;0.0;0;21
732908777090584;0.0;0;17
750872339664185;0.0;0;18
738144638981901;0.0;0;17
740001020147612;0.0;0;6
748388803930384;0.0;0;47
752319097585067;0.0;1;8
732319431541558;0.0;0;13
747728730507893;0.0;0;18
746272427996512;0.0;0;11
755366398338385;0.0;0;24
707578859393081;0.0;0;21
751840095587719;0.0;0;30
746608482082578;0.0;0;34
722967989239942;0.0;3;16
732286654298571;0.0;0;23
754917504612883;0.0;0;14
746718554324010;0.0;0;10
733215635890250;0.0;0;7
733502048463706;0.0;0;25
731254748012038;0.0;0;18
738284041589399;0.0;0;27
708782262600506;0.0;0;21
733666243828212;0.0;1;15
749679993655879;0.0;3;17
731168975367653;0.0;1;12
747085026284069;0.0;0;13
720597637937085;0.0;0;15
689164529623379;0.0;0;19
742451245085635;0.0;2;16
720856658453576;0.0;0;24
760265603516105;0.0;0;29
680255884311411;0.0;0;19
709612172499065;0.0;0;19
748796017352958;0.0;2;13
680098267165788;0.0;0;23
685573188643876;0.0;0;19
715399794077488;0.0;0;7
716479223754339;0.0;0;10
692791122506613;0.0;0;17
746265596852293;0.0;0;30
707981473466443;0.0;0;29
688356142972772;0.0;0;11
729875640899499;0.0;1;11
692396970633232;0.0;0;10
733584704949520;0.0;2;14
747871221672480;0.0;0;29
714361956477596;0.0;0;17
715660861334618;0.0;7;15
734397540012235;0.0;0;17
689644648308048;0.0;1;17
753617025498931;0.0;0;18
706756994344904;0.0;0;21
756882333051874;0.0;4;16
717740400250880;0.0;0;19
689388822884838;0.0;0;8
702331322027855;0.0;1;25
687636212426069;0.0;0;30
728947054527027;0.0;0;27
695879724242993;0.0;0;31
756992732915419;0.0;0;14
709389438179451;0.0;0;13
687489097763139;0.0;0;28
730759514355985;0.0;0;16
722413929959419;0.0;0;32
707127273128683;0.0;0;15
744273733752566;0.0;0;12
741628672851373;0.0;0;6
732284735864607;0.0;0;15
760600111924388;0.0;0;30
734392384431654;0.0;2;19
703632640515563;0.0;0;29
703900570784430;0.0;0;17
756667675619995;0.0;0;11
730388482357839;0.0;4;5
748159678944811;0.0;0;12
721929443446523;0.0;0;15
702217803737873;0.0;0;30
754504645522920;0.0;0;21
700441449308624;0.0;0;22
721234463752328;0.0;0;19
760488675347176;0.0;0;18
703870729739619;0.0;0;15
760552066258890;0.0;0;19
749423000905013;0.0;0;13
748492885402963;0.0;0;14
701486884963590;0.0;0;13
729906244896594;0.0;0;17
756070709401854;0.0;0;28
702677406722305;0.0;0;14
703346669624549;0.0;0;12
748612953982792;0.0;3;17
749132258562434;0.0;0;23
758744293637623;0.0;0;21
720786280689959;0.0;0;27
702259686637419;0.0;0;29
721551521916499;0.0;0;44
702751163306069;0.0;0;28
752942722033549;0.0;0;18
729123749850674;0.0;0;16
703925276989461;0.0;0;11
702292549196348;0.0;0;12
750462747944996;0.0;1;7
757825688628632;0.0;5;10
704498207728818;0.0;0;7
760116409391071;0.0;0;3
704081087428147;0.0;1;7
726280752100863;0.0;0;15
749570445269611;0.0;12;20
755059856841587;0.0;0;2
748577309055595;0.0;0;14
726373341629261;0.0;0;28
682154736588790;0.0;0;11
736618222711952;0.0;0;21
704007117036378;0.0;0;4
722107056353871;0.0;0;11
707613441248785;0.0;0;18
724667239084171;0.0;0;28
724931217295673;0.0;0;23
724680512794273;0.0;0;9
707017663393154;0.0;0;10
739116969982166;0.0;0;15
705161729581836;0.0;0;3
744680410731200;0.0;0;28
719065506347011;0.0;0;10
709638711746235;0.0;0;25
710862621210417;0.0;0;6
711532540731805;0.0;0;26
712468316021802;0.0;3;21
711009908866154;0.0;0;17
719189636263030;0.0;0;20
733252195453824;0.0;0;10
721080607535481;0.0;0;16
694018779453496;0.0;0;25
717654991993366;0.0;2;11
745274296769500;0.0;0;24
724967705315328;0.0;0;17
711467521458315;0.0;1;16
706757850010180;0.0;0;25
710786353454911;0.0;0;15
738484405989605;0.0;6;1
746752061716039;0.0;0;19
745610104560157;0.0;0;20
720561749414333;0.0;0;22
695502073014054;0.0;1;23
720513421832890;0.0;0;27
749459060779755;0.0;0;17
716130734882742;0.0;0;25
746240952821103;0.0;1;8
712570383849713;0.0;0;22
716666626409241;0.0;0;8
724187887467238;0.0;0;8
712831777552477;0.0;0;29
715889009877011;0.0;1;14
723667435654016;0.0;0;17
724223738577224;0.0;0;11
737143670877831;0.0;0;22
725237456410827;0.0;0;11
739769602297518;0.0;0;10
736171778829925;0.0;0;13
715291169228280;0.0;1;7
743930130186487;0.0;1;27
726165827990074;0.0;0;14
739522281767708;0.0;0;10
694353436006680;0.0;0;13
705784670765193;0.0;0;16
706980533860160;0.0;0;23
708054568205816;0.0;0;14
732576496417246;0.0;0;3
733286558178962;0.0;0;26
708563125754295;0.0;0;17
711430916830298;0.0;0;24
707243725912709;0.0;0;11
724981371722595;0.0;0;19
713795544632056;0.0;1;29
747564283043052;0.0;0;13
739103692555090;0.0;0;18
736988206144592;0.0;0;4
733356824336743;0.0;0;18
738409812171581;0.0;0;28
739187965498391;0.0;0;29
730728268189989;0.0;0;22
725969832279179;0.0;0;15
733250927643228;0.0;0;1
732472500739180;0.0;0;17
753094399125738;0.0;0;17
735435055269365;0.0;0;6
743341106898828;0.0;3;17
730910780620284;0.0;0;17
739186486484038;0.0;0;33
746268359260334;0.0;0;16
744792753044891;0.0;0;22
753771774851270;0.0;0;38
743973142485437;0.0;1;16
740735122012741;0.0;0;26
751166995099029;0.0;0;29
759711601052890;0.0;0;27
745530585109238;0.0;0;23
747015937393585;0.0;0;12
752843984621855;0.0;0;10
751905814086058;0.0;0;17
734366683681212;0.0;0;12
741075465568215;0.0;0;12
745162900338075;0.0;0;6
748865923671762;0.0;0;4
747568730879729;0.0;0;25
751540789335775;0.0;0;11
739595005600157;0.0;0;19
735031056258628;0.0;0;7
740037910496228;0.0;0;17
733585550887369;0.0;0;27
737216861144990;0.0;0;29
726081450372869;0.0;3;14
754585193958672;0.0;0;16
745043297952601;0.0;0;14
732586228754009;0.0;0;14
735882017495217;0.0;0;11
743828813056794;0.0;0;14
754843715213735;0.0;0;19
735660834803001;0.0;0;1
750505815925850;0.0;0;29
748727669621581;0.0;0;14
714871959648736;0.0;0;2
744795699518275;0.0;0;24
726975599104926;0.0;0;15
750092645467123;0.0;0;14
750621709544143;0.0;0;11
746724780471755;0.0;0;17
744268557679860;0.0;0;19
750400606255977;0.0;0;6
749026869891830;0.0;0;25
750679506301223;0.0;0;18
749545528988218;0.0;0;5
747275515994525;0.0;0;15
744835440099885;0.0;0;14
750871624630151;0.0;0;8
716921812091620;0.0;0;36
745092891515919;0.0;0;8
744195855805433;0.0;0;18
714137090515385;0.0;0;15
743689290680107;0.0;0;19
725305888476253;0.0;1;27
750208289793592;0.0;0;1
744720075009622;0.0;0;15
745542211580256;0.0;2;15
720290989821932;0.0;1;14
755777200951035;0.0;0;12
756446168588117;0.0;1;25
747426526778320;0.0;0;20
744492604085566;0.0;0;15
752657016297632;0.0;0;17
744642949594859;0.0;0;20
744056744177775;0.0;0;26
747915836787374;0.0;3;21
742185182779415;0.0;1;17
744386665695625;0.0;0;13
753259418591284;0.0;0;18
744682167013384;0.0;0;31
743926916511172;0.0;0;19
751829207708026;0.0;0;13
745948358180348;0.0;2;19
752434783654104;0.0;0;7
755548731029753;0.0;0;6
743966173574255;0.0;0;25
715661432319487;0.0;0;9
747840746367548;0.0;0;11
753997395087758;0.0;0;10
695536424121377;0.0;0;23
717144972615858;0.0;0;14
732504999668275;0.0;1;19
753238223546333;0.0;1;16
719270968128078;0.0;0;20
747676559720486;0.0;0;20
758484557842982;0.0;0;28
756437990597117;0.0;0;24
752843335709335;0.0;0;10
758740262312963;0.0;0;24
759597263445043;0.0;0;21
757630932858459;0.0;0;11
756466332005828;0.0;0;8
713251403627662;0.0;0;15
748389861580361;0.0;1;8
757488406772905;0.0;1;5
714022288538953;0.0;1;10
726156596287535;0.0;0;11
729717747261586;0.0;0;4
755700474897355;0.0;0;8
749423889354647;0.0;0;32
717433927114110;0.0;0;4
717619907117721;0.0;0;5
747899987744422;0.0;0;9
753512340556200;0.0;0;11
714317595897818;0.0;0;8
757516797685322;0.0;1;17
746832343371412;0.0;0;19
721075169577155;0.0;0;28
755179566377279;0.0;0;6
739518916008193;0.0;0;28
754774411343362;0.0;0;9
692016057942448;0.0;0;13
718446086440422;0.0;0;22
753547604844455;0.0;1;16
760554818933201;0.0;0;13
725787485503758;0.0;2;28
732952694675108;0.0;0;27
755701434727327;0.0;0;20
730092745046319;0.0;0;33
754908903644764;0.0;0;12
748091819443827;0.0;1;11
743643964129886;0.0;2;1
748822027924462;0.0;0;7
754253873511668;0.0;1;16
745421820864872;0.0;0;12
719028334637361;0.0;0;14
757892570111448;0.0;0;15
756738673870907;0.0;1;13
753584668510114;0.0;1;17
757779796201791;0.0;0;12
760374361415745;0.0;0;15
746610958495285;0.0;0;13
758744024032793;0.0;0;31
716588670258040;0.0;0;33
716439766647287;0.0;3;7
729082367719560;0.0;0;16
758263196233089;0.0;1;12
754132677969756;0.0;0;25
742331801885317;0.0;0;4
734353017452637;0.0;0;34
758182257045487;0.0;0;12
754321861486690;0.0;0;13
756693985915629;0.0;0;18
753584685474382;0.0;0;23
750466878204503;0.0;0;12
751283661483447;0.0;4;15
719188421759521;0.0;0;13
709380481286467;0.0;0;15
754656705705635;0.0;1;4
732366724093344;0.0;0;7
751798756169279;0.0;0;10
759742282719676;0.0;0;18
730542577807688;0.0;0;21
737213200307803;0.0;0;18
747793528764606;0.0;0;14
756663265135285;0.0;0;23
731582226778146;0.0;0;21
744235464538253;0.0;0;1
730396823796690;0.0;1;8
732143686628737;0.0;0;20
758663009928651;0.0;0;26
758000066384585;0.0;0;13
745018399335548;0.0;0;15
760674308067859;0.0;0;18
732242013264974;0.0;1;7
749389189302618;0.0;0;30
726787999100476;0.0;0;18
760410108977586;0.0;1;12
748162495448469;0.0;2;32
749163273610545;0.0;0;21
735107308860114;0.0;0;7
728310518335201;0.0;0;9
739033400400163;0.0;0;35
734397014349765;0.0;0;24
734035686029949;0.0;0;24
757001209282974;0.0;0;23
744753838599389;0.0;0;18
752058275741255;0.0;0;22
759366420621015;0.0;1;12
745306959532738;0.0;0;17
759895353516595;0.0;0;18
747322417608658;0.0;0;35
732771070920101;0.0;1;14
734173816574663;0.0;0;17
755322384773077;0.0;0;9
752315410427391;0.0;3;17
747049528721208;0.0;0;31
759189116317555;0.0;0;22
746610645940370;0.0;0;7
757631992103082;0.0;0;9
747156624216849;0.0;0;9
732545771431272;0.0;0;15
747686586340925;0.0;10;18
744634155473582;0.0;0;23
747128982079537;0.0;0;8
728683058647857;0.0;11;14
745758749503160;0.0;0;10
750757837558671;0.0;3;6
731991964337891;0.0;0;11
719933806586793;0.0;0;17
707907164577150;0.0;0;12
708170101389115;0.0;0;8
708536773717800;0.0;1;20
755913424973185;0.0;0;4
689528876135411;0.0;0;21
732586119960466;0.0;0;19
706424480870072;0.0;0;14
708127647368798;0.0;0;7
706798590101137;0.0;0;10
708540437167184;0.0;3;4
708058318652209;0.0;0;8
708132371044291;0.0;0;17
708315983218593;0.0;2;7
720641724650204;0.0;0;11
707056924141342;0.0;0;7
726722940458403;0.0;0;30
706166396109093;0.0;0;26
756149710432202;0.0;0;12
705834896430678;0.0;0;19
705908181598581;0.0;3;12
691869169479169;0.0;2;8
707354743424432;0.0;0;10
707021837632856;0.0;0;15
757590253534981;0.0;2;14
747979406598314;0.0;0;21
694537765358726;0.0;0;11
748824103790790;0.0;0;25
734102068734519;0.0;0;22
708238692467720;0.0;0;15
732323761066554;0.0;0;18
705496445731053;0.0;0;17
692645985213484;0.0;0;32
705944249208049;0.0;2;5
706687245424907;0.0;0;19
734838435029716;0.0;1;18
718744855235479;0.0;0;33
707983601820302;0.0;0;20
759590078954604;0.0;1;23
692167613421202;0.0;0;14
732511358124930;0.0;0;6
756595584476486;0.0;0;32
708393019265735;0.0;4;8
687684753693874;0.0;1;17
706762339627993;0.0;0;12
692387472890200;0.0;0;6
707206089381889;0.0;1;19
721439695581068;0.0;0;12
752499552651800;0.0;1;13
745761729034807;0.0;0;25
718447589433595;0.0;0;27
706241585123167;0.0;0;12
719894713630040;0.0;0;13
718917593909856;0.0;1;14
718995580085132;0.0;0;12
733882596541966;0.0;1;17
717931922992408;0.0;0;9
706465011632125;0.0;0;10
758295236311626;0.0;0;32
705722194362330;0.0;0;13
708352611255851;0.0;0;5
755317387878529;0.0;0;24
707835223141369;0.0;0;5
705425539996847;0.0;0;10
754067266770411;0.0;0;20
708614476922251;0.0;2;5
757864109446486;0.0;1;35
717511519296610;0.0;0;21
717663519046951;0.0;7;18
758003776358041;0.0;0;14
703869280998505;0.0;0;22
759743774525807;0.0;0;11
705642326756489;0.0;0;8
708203703673081;0.0;0;11
747086392692257;0.0;0;16
719747070641681;0.0;0;5
720781812540285;0.0;0;31
732060685699552;0.0;1;17
733292802551790;0.0;0;22
694612871500066;0.0;0;22
742672123072145;0.0;0;6
705866480288058;0.0;0;11
756952687402451;0.0;0;33
746308984451696;0.0;0;18
705685894793591;0.0;0;22
708388217215464;0.0;0;21
720189229911299;0.0;0;20
758668951615334;0.0;1;24
694216680431157;0.0;0;21
706051366097584;0.0;0;7
752766579350131;0.0;0;13
705974785303544;0.0;0;17
752015075485889;0.0;0;15
689790029163140;0.0;1;24
